link,generation ,engine,start_of_production,powertrain_architecture,body_type,seats,doors,fuel_type,acceleration_0-100km/h,acceleration_0-62mph,maximum_speed,weight-to-power_ratio,weight-to-torque_ratio,power,power_per_litre,torque,engine_layout,engine_displacement,number_of_cylinders,engine_configuration,cylinder_bore,piston_stroke,number_of_valves_per_cylinder,fuel_injection_system,engine_aspiration,kerb_weight,max_weight,max_load,fuel_tank_capacity,length,width,height,wheelbase,minimum_turning_diameter,drivetrain_architecture,drive_wheel,number_of_gears_and_type_of_gearbox,front_suspension,rear_suspension,front_brakes,rear_brakes,assisting_systems,steering_type,power_steering,tires_size,wheel_rims_size,fuel_consumption_urban,fuel_consumption_extra_urban,fuel_consumption_combined,co2_emissions,emission_standard,engine_code,compression_ratio,engine_oil_capacity,front_track,rear_track,drag_coefficient,acceleration_0-60mph,end_of_production,coolant
https://www.auto-data.net/en/porsche-911-dakar-992-3.0-480hp-awd-pdk-46866,911 Dakar (992),3.0 (480 Hp) AWD PDK ,2022,Internal Combustion engine ,"Off-road vehicle, Coupe ",2 ,2,Petrol (Gasoline) ,3.4,3.4,240.0,"3.3 kg/Hp, 299.1 Hp/tonne ","2.8 kg/Nm, 355.1 Nm/tonne ",480 Hp @ 6500 rpm. ,161.0,570 Nm @ 2300-5000 rpm.,"Rear, Longitudinal ",2981.0,6.0,Boxer ,91.0,76.4,4.0,Direct injection ,"BiTurbo, Intercooler ",1605,1960.0,355,67.0,4530.0,1864,1338,2450.0,10.7,The Internal combustion engine (ICE) drives permanently the four wheels of the vehicle. ,All wheel drive (4x4) ,"8 gears, automatic transmission PDK ",Independent type McPherson ,Independent multi-link suspension ,"Ventilated discs, 350 mm ","Ventilated discs, 350 mm ","ABS (Anti-lock braking system)4-wheel steering (4WS, active rear steering) ",Steering rack and pinion ,Electric Steering ,Front wheel tires: 245/45 R19Rear wheel tires: 295/40 R20 ,Front wheel rims: 8J x 19Rear wheel rims: 11.5J x 20 ,,,,,,,,,,,,,,
https://www.auto-data.net/en/porsche-911-targa-992-4s-3.0-450hp-pdk-40079,911 Targa (992),4S 3.0 (450 Hp) PDK ,2020,Internal Combustion engine ,Targa ,4 ,2,Petrol (Gasoline) ,3.8,3.8,304.0,"3.7 kg/Hp, 268.7 Hp/tonne ","3.2 kg/Nm, 316.4 Nm/tonne ",450 Hp @ 6500 rpm. ,151.0,530 Nm @ 2300-5000 rpm.,"Rear, Longitudinal ",2981.0,6.0,Boxer ,91.0,76.4,4.0,Direct injection ,"BiTurbo, Intercooler ",1675,2085.0,410,67.0,4519.0,1852,1299,2450.0,11.2,The Internal combustion engine (ICE) drives permanently the four wheels of the vehicle. ,All wheel drive (4x4) ,"8 gears, automatic transmission PDK ","Independent, type McPherson with coil spring and anti-roll bar ",Independent multi-link suspension ,"Ventilated discs, 350 mm ","Ventilated discs, 350 mm ","ABS (Anti-lock braking system)4-wheel steering (4WS, active rear steering) ",Steering rack and pinion ,Electric Steering ,Front wheel tires: 245/35 ZR 20Rear wheel tires: 305/30 ZR 21 ,Front wheel rims: 8.5J x 20Rear wheel rims: 11.5J x 21 ,13.3,8.0,9.9,227.0,EURO 6d - ISC - FCM ,DKK ,10.2,8.3,1589,1557,0.3,,,
https://www.auto-data.net/en/porsche-911-targa-992-4s-3.0-450hp-40078,911 Targa (992),4S 3.0 (450 Hp) ,2020,Internal Combustion engine ,Targa ,4 ,2,Petrol (Gasoline) ,4.4,4.4,304.0,"3.6 kg/Hp, 274.4 Hp/tonne ","3.1 kg/Nm, 323.2 Nm/tonne ",450 Hp @ 6500 rpm. ,151.0,530 Nm @ 2300-5000 rpm.,"Rear, Longitudinal ",2981.0,6.0,Boxer ,91.0,76.4,4.0,Direct injection ,"BiTurbo, Intercooler ",1640,2055.0,415,67.0,4519.0,1852,1301,2450.0,11.2,The Internal combustion engine (ICE) drives permanently the four wheels of the vehicle. ,All wheel drive (4x4) ,"7 gears, manual transmission ","Independent, type McPherson with coil spring and anti-roll bar ",Independent multi-link suspension ,"Ventilated discs, 350 mm ","Ventilated discs, 350 mm ","ABS (Anti-lock braking system)4-wheel steering (4WS, active rear steering) ",Steering rack and pinion ,Electric Steering ,Front wheel tires: 245/35 ZR 20Rear wheel tires: 305/30 ZR 21 ,Front wheel rims: 8.5J x 20Rear wheel rims: 11.5J x 21 ,15.0,7.6,10.3,235.0,EURO 6d - ISC - FCM ,DKK ,10.2,8.3,1589,1557,0.3,,,
https://www.auto-data.net/en/porsche-911-targa-992-4-gts-3.0-480hp-pdk-44456,911 Targa (992),4 GTS 3.0 (480 Hp) PDK ,2021,Internal Combustion engine ,Targa ,4 ,2,Petrol (Gasoline) ,3.5,3.5,307.0,"3.5 kg/Hp, 284.9 Hp/tonne ","3 kg/Nm, 338.3 Nm/tonne ",480 Hp @ 6500 rpm. ,161.0,570 Nm @ 2300-5000 rpm.,"Rear, Longitudinal ",2981.0,6.0,Boxer ,91.0,76.4,4.0,Direct injection ,"BiTurbo, Intercooler ",1685,2085.0,400,67.0,4533.0,1852,1299,2450.0,11.2,The Internal combustion engine (ICE) drives permanently the four wheels of the vehicle. ,All wheel drive (4x4) ,"8 gears, automatic transmission PDK ","Independent, type McPherson with coil spring and anti-roll bar ",Independent multi-link spring suspension with stabilizer ,"Ventilated discs, 408 mm ","Ventilated discs, 380 mm ","ABS (Anti-lock braking system)4-wheel steering (4WS, active rear steering) ",Steering rack and pinion ,Electric Steering ,Front wheel tires: 245/35 ZR20Rear wheel tires: 305/30 ZR21 ,Front wheel rims: 8.5J x 20Rear wheel rims: 11.5J x 21 ,,,,,Euro 6d-ISC-FCM ,DKK ,,8.3,,,0.32,3.3,,
https://www.auto-data.net/en/porsche-911-targa-992-4-gts-3.0-480hp-44455,911 Targa (992),4 GTS 3.0 (480 Hp) ,2021,Internal Combustion engine ,Targa ,4 ,2,Petrol (Gasoline) ,4.3,4.3,307.0,"3.4 kg/Hp, 290.9 Hp/tonne ","2.9 kg/Nm, 345.5 Nm/tonne ",480 Hp @ 6500 rpm. ,161.0,570 Nm @ 2300-5000 rpm.,"Rear, Longitudinal ",2981.0,6.0,Boxer ,91.0,76.4,4.0,Direct injection ,"BiTurbo, Intercooler ",1650,2055.0,405,67.0,4533.0,1852,1301,2450.0,11.2,The Internal combustion engine (ICE) drives permanently the four wheels of the vehicle. ,All wheel drive (4x4) ,"7 gears, manual transmission ","Independent, type McPherson with coil spring and anti-roll bar ",Independent multi-link spring suspension with stabilizer ,"Ventilated discs, 408 mm ","Ventilated discs, 380 mm ","ABS (Anti-lock braking system)4-wheel steering (4WS, active rear steering) ",Steering rack and pinion ,Electric Steering ,Front wheel tires: 245/35 ZR20Rear wheel tires: 305/30 ZR21 ,Front wheel rims: 8.5J x 20Rear wheel rims: 11.5J x 21 ,,,,,Euro 6d-ISC-FCM ,DKK ,,8.3,,,0.32,4.1,,
https://www.auto-data.net/en/porsche-911-targa-992-4-3.0-385hp-pdk-40080,911 Targa (992),4 3.0 (385 Hp) PDK ,2020,Internal Combustion engine ,Targa ,4 ,2,Petrol (Gasoline) ,4.4,4.4,289.0,"4.3 kg/Hp, 231.2 Hp/tonne ","3.7 kg/Nm, 270.3 Nm/tonne ",385 Hp @ 6500 rpm. ,129.2,450 Nm @ 1950-5000 rpm.,"Rear, Longitudinal ",2981.0,6.0,Boxer ,91.0,76.4,4.0,Direct injection ,"BiTurbo, Intercooler ",1665,2060.0,395,67.0,4519.0,1852,1297,2450.0,11.2,The Internal combustion engine (ICE) drives permanently the four wheels of the vehicle. ,All wheel drive (4x4) ,"8 gears, automatic transmission PDK ","Independent, type McPherson with coil spring and anti-roll bar ",Independent multi-link suspension ,"Ventilated discs, 330 mm ","Ventilated discs, 330 mm ","ABS (Anti-lock braking system)4-wheel steering (4WS, active rear steering) ",Steering rack and pinion ,Electric Steering ,Front wheel tires: 235/40 ZR 19Rear wheel tires: 295/35 ZR 20 ,Front wheel rims: 8.5J x 19Rear wheel rims: 11.5J x 20 ,12.8,8.0,9.8,223.0,EURO 6d - ISC - FCM ,DKC ,10.2,8.3,1591,1557,0.29,,,
https://www.auto-data.net/en/porsche-911-speedster-991-ii-4.0-510hp-37056,911 Speedster (991 II),4.0 (510 Hp) ,2019,Internal Combustion engine ,Roadster ,2 ,2,Petrol (Gasoline) ,4,4,310.0,"2.9 kg/Hp, 348.1 Hp/tonne ","3.1 kg/Nm, 320.8 Nm/tonne ",510 Hp @ 8400 rpm. ,127.6,470 Nm @ 6250 rpm.,"Rear, Longitudinal ",3996.0,6.0,Boxer ,102.0,81.5,4.0,Direct injection ,Naturally aspirated engine ,1465,1793.0,328,64.0,4562.0,1852,1250,2457.0,,The Internal combustion engine (ICE) drives the rear wheels of the vehicle. ,Rear wheel drive ,"6 gears, manual transmission ","Independent, type McPherson with coil spring and anti-roll bar ",Independent multi-link spring suspension with stabilizer ,Ventilated discs ,Ventilated discs ,,Steering rack and pinion ,Electric Steering ,245/35 ZR20 91Y; 305/30 ZR20 103XL ,9J x 20; 12J x 20 ,20.6,9.9,13.8,317.0,Euro 6d-Temp ,DRM ,,,1551,1555,0.35,3.8,,
https://www.auto-data.net/en/porsche-911-cabriolet-992-turbo-s-3.8-650hp-pdk-39254,911 Cabriolet (992),Turbo S 3.8 (650 Hp) PDK ,2020,Internal Combustion engine ,Cabriolet ,4 ,2,Petrol (Gasoline) ,2.8,2.8,330.0,"2.6 kg/Hp, 380.1 Hp/tonne ","2.1 kg/Nm, 467.8 Nm/tonne ",650 Hp @ 6750 rpm. ,173.6,800 Nm @ 2500-4000 rpm.,"Rear, Longitudinal ",3745.0,6.0,Boxer ,102.0,76.4,4.0,Direct injection ,"BiTurbo, Intercooler ",1710,2080.0,370,67.0,4535.0,1900,1301,2450.0,10.9,The Internal combustion engine (ICE) drives permanently the four wheels of the vehicle. ,All wheel drive (4x4) ,"8 gears, automatic transmission PDK ","Independent, type McPherson with coil spring and anti-roll bar ",Independent multi-link spring suspension with stabilizer ,"Ventilated discs, 420 mm ","Ventilated discs, 390 mm ","ABS (Anti-lock braking system)4-wheel steering (4WS, active rear steering) ",Steering rack and pinion ,Electric Steering ,Front wheel tires: 255/35 ZR20 97Y XLRear wheel tires: 315/30 ZR21 105Y XL ,Front wheel rims: 9J x 20Rear wheel rims: 11.5J x 21 ,,,,,Euro 6d-ISC-FCM ,DKH ,,8.3,1583,1600,0.33,2.7,,
https://www.auto-data.net/en/porsche-911-cabriolet-992-turbo-3.8-580hp-pdk-40990,911 Cabriolet (992),Turbo 3.8 (580 Hp) PDK ,2020,Internal Combustion engine ,Cabriolet ,4 ,2,Petrol (Gasoline) ,2.9,2.9,320.0,"2.9 kg/Hp, 339.2 Hp/tonne ","2.3 kg/Nm, 438.6 Nm/tonne ",580 Hp @ 6500 rpm. ,154.9,750 Nm @ 2250-4500 rpm.,"Rear, Longitudinal ",3745.0,6.0,Boxer ,102.0,76.4,4.0,Direct injection ,"BiTurbo, Intercooler ",1710,2100.0,390,67.0,4535.0,1900,1302,2450.0,10.9,The Internal combustion engine (ICE) drives permanently the four wheels of the vehicle. ,All wheel drive (4x4) ,"8 gears, automatic transmission PDK ",Independent type McPherson ,Independent multi-link suspension ,"Ventilated discs, 408 mm ","Ventilated discs, 380 mm ",ABS (Anti-lock braking system) ,Steering rack and pinion ,Electric Steering ,Front wheel tires: 255/35 ZR20Rear wheel tires: 315/30 ZR21 ,Front wheel rims: 9 J x 20Rear wheel rims: 11.5 J x 21 ,,,,,Euro 6d-ISC-FCM ,DKEA ,8.7,8.3,1583,1600,0.33,,,
https://www.auto-data.net/en/porsche-911-cabriolet-992-carrera-gts-3.0-480hp-pdk-43918,911 Cabriolet (992),Carrera GTS 3.0 (480 Hp) PDK ,2021,Internal Combustion engine ,Cabriolet ,4 ,2,Petrol (Gasoline) ,3.6,3.6,309.0,"3.4 kg/Hp, 297.2 Hp/tonne ","2.8 kg/Nm, 352.9 Nm/tonne ",480 Hp @ 6500 rpm. ,161.0,570 Nm @ 2300-5000 rpm.,"Rear, Longitudinal ",2981.0,6.0,Boxer ,91.0,76.4,4.0,Direct injection ,"BiTurbo, Intercooler ",1615,2040.0,425,64.0,4533.0,1852,1300,2450.0,11.2,The Internal combustion engine (ICE) drives the rear wheels of the vehicle. ,Rear wheel drive ,"8 gears, automatic transmission PDK ",Independent type McPherson ,Independent multi-link suspension ,"Ventilated discs, 408 mm ","Ventilated discs, 380 mm ","ABS (Anti-lock braking system)4-wheel steering (4WS, active rear steering) ",Steering rack and pinion ,Electric Steering ,Front wheel tires: 245/35 R20Rear wheel tires: 305/30 R21 ,Front wheel rims: 8.5J x 20Rear wheel rims: 11.5J x 21 ,,,,,Euro 6d-ISC-FCM ,DKKA ,,8.0,,,0.31,3.4,,
https://www.auto-data.net/en/porsche-911-cabriolet-992-carrera-gts-3.0-480hp-43917,911 Cabriolet (992),Carrera GTS 3.0 (480 Hp) ,2021,Internal Combustion engine ,Cabriolet ,4 ,2,Petrol (Gasoline) ,4.3,4.3,309.0,"3.3 kg/Hp, 303.8 Hp/tonne ","2.8 kg/Nm, 360.8 Nm/tonne ",480 Hp @ 6500 rpm. ,161.0,570 Nm @ 2300-5000 rpm.,"Rear, Longitudinal ",2981.0,6.0,Boxer ,91.0,76.4,4.0,Direct injection ,"BiTurbo, Intercooler ",1580,2010.0,430,64.0,4533.0,1852,1302,2450.0,11.2,The Internal combustion engine (ICE) drives the rear wheels of the vehicle. ,Rear wheel drive ,"7 gears, manual transmission ",Independent type McPherson ,Independent multi-link suspension ,"Ventilated discs, 408 mm ","Ventilated discs, 380 mm ","ABS (Anti-lock braking system)4-wheel steering (4WS, active rear steering) ",Steering rack and pinion ,Electric Steering ,Front wheel tires: 245/35 R20Rear wheel tires: 305/30 R21 ,Front wheel rims: 8.5J x 20Rear wheel rims: 11.5J x 21 ,,,,,Euro 6d-ISC-FCM ,DKKA ,,8.0,,,0.31,4.1,,
https://www.auto-data.net/en/porsche-911-cabriolet-992-carrera-4-gts-3.0-480hp-pdk-43919,911 Cabriolet (992),Carrera 4 GTS 3.0 (480 Hp) PDK ,2021,Internal Combustion engine ,Cabriolet ,4 ,2,Petrol (Gasoline) ,3.5,3.5,307.0,"3.5 kg/Hp, 288.3 Hp/tonne ","2.9 kg/Nm, 342.3 Nm/tonne ",480 Hp @ 6500 rpm. ,161.0,570 Nm @ 2300-5000 rpm.,"Rear, Longitudinal ",2981.0,6.0,Boxer ,91.0,76.4,4.0,Direct injection ,"BiTurbo, Intercooler ",1665,2065.0,400,67.0,4533.0,1852,1300,2450.0,11.2,The Internal combustion engine (ICE) drives permanently the four wheels of the vehicle. ,All wheel drive (4x4) ,"8 gears, automatic transmission PDK ",Independent type McPherson ,Independent multi-link suspension ,"Ventilated discs, 408 mm ","Ventilated discs, 380 mm ","ABS (Anti-lock braking system)4-wheel steering (4WS, active rear steering) ",Steering rack and pinion ,Electric Steering ,Front wheel tires: 245/35 R20Rear wheel tires: 305/30 R21 ,Front wheel rims: 8.5J x 20Rear wheel rims: 11.5J x 21 ,,,,,Euro 6d-ISC-FCM ,DKKA ,,8.0,,,0.31,3.3,,
https://www.auto-data.net/en/porsche-911-cabriolet-992-carrera-4-gts-3.0-480hp-43920,911 Cabriolet (992),Carrera 4 GTS 3.0 (480 Hp) ,2021,Internal Combustion engine ,Cabriolet ,4 ,2,Petrol (Gasoline) ,4.3,4.3,307.0,"3.4 kg/Hp, 294.5 Hp/tonne ","2.9 kg/Nm, 349.7 Nm/tonne ",480 Hp @ 6500 rpm. ,161.0,570 Nm @ 2300-5000 rpm.,"Rear, Longitudinal ",2981.0,6.0,Boxer ,91.0,76.4,4.0,Direct injection ,"BiTurbo, Intercooler ",1630,2035.0,405,67.0,4533.0,1852,1302,2450.0,11.2,The Internal combustion engine (ICE) drives permanently the four wheels of the vehicle. ,All wheel drive (4x4) ,"7 gears, manual transmission ",Independent type McPherson ,Independent multi-link suspension ,"Ventilated discs, 408 mm ","Ventilated discs, 380 mm ","ABS (Anti-lock braking system)4-wheel steering (4WS, active rear steering) ",Steering rack and pinion ,Electric Steering ,Front wheel tires: 245/35 R20Rear wheel tires: 305/30 R21 ,Front wheel rims: 8.5J x 20Rear wheel rims: 11.5J x 21 ,,,,,Euro 6d-ISC-FCM ,DKKA ,,8.0,,,0.31,4.1,,
https://www.auto-data.net/en/porsche-911-cabriolet-992-carrera-s-3.0-450hp-pdk-35385,911 Cabriolet (992),Carrera S 3.0 (450 Hp) PDK ,2019,Internal Combustion engine ,Cabriolet ,4 ,2,Petrol (Gasoline) ,3.7,3.7,306.0,"3.5 kg/Hp, 283.9 Hp/tonne ","3 kg/Nm, 334.4 Nm/tonne ",450 Hp @ 6500 rpm. ,151.0,530 Nm @ 2300-5000 rpm.,"Rear, Longitudinal ",2981.0,6.0,Boxer ,91.0,76.4,4.0,Direct injection ,"BiTurbo, Intercooler ",1585,2040.0,455,64.0,4519.0,1852,1299,2450.0,,The Internal combustion engine (ICE) drives the rear wheels of the vehicle. ,Rear wheel drive ,"8 gears, automatic transmission PDK ",Independent type McPherson ,Independent multi-link suspension ,Ventilated discs ,Ventilated discs ,"ABS (Anti-lock braking system)4-wheel steering (4WS, active rear steering) ",Steering rack and pinion ,Electric Steering ,,8.5J x 19 ET52; 11; 5J x 20 ET67 ,11.6,7.6,9.1,208.0,Euro 6d - TEMP ,DKKA ,10.2,8.0,1589,1557,0.3,3.5,,
https://www.auto-data.net/en/porsche-911-cabriolet-992-carrera-4s-3.0-450hp-pdk-35386,911 Cabriolet (992),Carrera 4S 3.0 (450 Hp) PDK ,2019,Internal Combustion engine ,Cabriolet ,4 ,2,Petrol (Gasoline) ,3.6,3.6,304.0,"3.6 kg/Hp, 275.2 Hp/tonne ","3.1 kg/Nm, 324.2 Nm/tonne ",450 Hp @ 6500 rpm. ,151.0,530 Nm @ 2300-5000 rpm.,"Rear, Longitudinal ",2981.0,6.0,Boxer ,91.0,76.4,4.0,Direct injection ,"BiTurbo, Intercooler ",1635,2065.0,430,67.0,4519.0,1852,1299,2450.0,,The Internal combustion engine (ICE) drives permanently the four wheels of the vehicle. ,All wheel drive (4x4) ,"8 gears, automatic transmission PDK ",Independent type McPherson ,Independent multi-link suspension ,Ventilated discs ,Ventilated discs ,"ABS (Anti-lock braking system)4-wheel steering (4WS, active rear steering) ",Steering rack and pinion ,Electric Steering ,,8.5J x 19 ET52; 11; 5J x 20 ET67 ,11.1,7.8,9,207.0,Euro 6d - TEMP ,DKKA ,10.2,8.0,1589,1557,,3.4,,
https://www.auto-data.net/en/porsche-911-cabriolet-992-carrera-4-3.0-385hp-pdk-37648,911 Cabriolet (992),Carrera 4 3.0 (385 Hp) PDK ,2019,Internal Combustion engine ,Cabriolet ,4 ,2,Petrol (Gasoline) ,4.4,4.4,289.0,"4.2 kg/Hp, 236.9 Hp/tonne ","3.6 kg/Nm, 276.9 Nm/tonne ",385 Hp @ 6500 rpm. ,129.2,450 Nm @ 1950-5000 rpm.,"Rear, Longitudinal ",2981.0,6.0,Boxer ,91.0,76.4,4.0,Direct injection ,"BiTurbo, Intercooler ",1625,2040.0,415,67.0,4519.0,1852,1297,2450.0,,The Internal combustion engine (ICE) drives permanently the four wheels of the vehicle. ,All wheel drive (4x4) ,"8 gears, automatic transmission PDK ","Independent, type McPherson with coil spring and anti-roll bar ",Independent multi-link spring suspension with stabilizer ,"Ventilated discs, 330 mm ","Ventilated discs, 330 mm ","ABS (Anti-lock braking system)4-wheel steering (4WS, active rear steering) ",Steering rack and pinion ,Electric Steering ,Front wheel tires: 235/40 ZR19Rear wheel tires: 295/35 ZR20 ,Front wheel rims: 8.5J x 19 ET52Rear wheel rims: 11.5J x 20 ET67 ,13.2,6.9,9.2,211.0,Euro 6d-TEMP-EVAP-ISC ,DKCA ,10.2,8.3,1591,1557,0.29,4.2,,
https://www.auto-data.net/en/porsche-911-cabriolet-992-carrera-3.0-385hp-pdk-37456,911 Cabriolet (992),Carrera 3.0 (385 Hp) PDK ,2019,Internal Combustion engine ,Cabriolet ,4 ,2,Petrol (Gasoline) ,4.4,4.4,291.0,"4.1 kg/Hp, 244.4 Hp/tonne ","3.5 kg/Nm, 285.7 Nm/tonne ",385 Hp @ 6500 rpm. ,129.2,450 Nm @ 1950-5000 rpm.,"Rear, Longitudinal ",2981.0,6.0,Boxer ,91.0,76.4,4.0,Direct injection ,"BiTurbo, Intercooler ",1575,2015.0,440,64.0,4519.0,1852,1297,2450.0,,The Internal combustion engine (ICE) drives the rear wheels of the vehicle. ,Rear wheel drive ,"8 gears, automatic transmission PDK ","Independent, type McPherson with coil spring and anti-roll bar ",Independent multi-link spring suspension with stabilizer ,"Ventilated discs, 330 mm ","Ventilated discs, 330 mm ","ABS (Anti-lock braking system)4-wheel steering (4WS, active rear steering) ",Steering rack and pinion ,Electric Steering ,Front wheel tires: 235/40 R19Rear wheel tires: 295/35 ZR20 ,Front wheel rims: 8.5J x 19Rear wheel rims: 11.5J x 20 ,11.4,7.9,9.2,210.0,Euro 6d-TEMP-EVAP-ISC ,DKCA ,,8.3,1591,1557,0.29,4.2,,
https://www.auto-data.net/en/porsche-911-992-turbo-s-3.8-650hp-pdk-39256,911 (992),Turbo S 3.8 (650 Hp) PDK ,2020,Internal Combustion engine ,Coupe ,4 ,2,Petrol (Gasoline) ,2.7,2.7,330.0,"2.5 kg/Hp, 396.3 Hp/tonne ","2.1 kg/Nm, 487.8 Nm/tonne ",650 Hp @ 6750 rpm. ,173.6,800 Nm @ 2500-4000 rpm.,"Rear, Longitudinal ",3745.0,6.0,Boxer ,102.0,76.4,4.0,Direct injection ,"BiTurbo, Intercooler ",1640,2020.0,380,67.0,4535.0,1900,1303,2450.0,10.9,The Internal combustion engine (ICE) drives permanently the four wheels of the vehicle. ,All wheel drive (4x4) ,"8 gears, automatic transmission PDK ","Independent, type McPherson with coil spring and anti-roll bar ",Independent multi-link spring suspension with stabilizer ,"Ventilated discs, 420 mm ","Ventilated discs, 390 mm ","ABS (Anti-lock braking system)4-wheel steering (4WS, active rear steering) ",Steering rack and pinion ,Electric Steering ,Front wheel tires: 255/35 ZR20 97Y XLRear wheel tires: 315/30 ZR21 105Y XL ,Front wheel rims: 9J x 20Rear wheel rims: 11.5J x 21 ,,,,,Euro 6d-ISC-FCM ,DKH ,,8.3,1583,1600,0.33,2.6,,
https://www.auto-data.net/en/porsche-911-992-turbo-3.8-580hp-pdk-40989,911 (992),Turbo 3.8 (580 Hp) PDK ,2020,Internal Combustion engine ,Coupe ,4 ,2,Petrol (Gasoline) ,2.8,2.8,320.0,"2.8 kg/Hp, 353.7 Hp/tonne ","2.2 kg/Nm, 457.3 Nm/tonne ",580 Hp @ 6500 rpm. ,154.9,750 Nm @ 2250-4500 rpm.,"Rear, Longitudinal ",3745.0,6.0,Boxer ,102.0,76.4,4.0,Direct injection ,"BiTurbo, Intercooler ",1640,2040.0,400,67.0,4535.0,1900,1303,2450.0,10.9,The Internal combustion engine (ICE) drives permanently the four wheels of the vehicle. ,All wheel drive (4x4) ,"8 gears, automatic transmission PDK ",Independent type McPherson ,Independent multi-link suspension ,"Ventilated discs, 408 mm ","Ventilated discs, 380 mm ",ABS (Anti-lock braking system) ,Steering rack and pinion ,Electric Steering ,Front wheel tires: 255/35 ZR20Rear wheel tires: 315/30 ZR21 ,Front wheel rims: 9 J x 20Rear wheel rims: 11.5 J x 21 ,,,,,Euro 6d-ISC-FCM ,DKEA ,8.7,8.3,1583,1600,0.33,,,
https://www.auto-data.net/en/porsche-911-992-sport-classic-3.7-550hp-45721,911 (992),Sport Classic 3.7 (550 Hp) ,2022,Internal Combustion engine ,Coupe ,4 ,2,Petrol (Gasoline) ,4.1,4.1,315.0,"2.9 kg/Hp, 350.3 Hp/tonne ","2.6 kg/Nm, 382.2 Nm/tonne ",550 Hp @ 6750 rpm. ,146.9,600 Nm @ 2000-6000 rpm.,"Rear, Longitudinal ",3745.0,6.0,Boxer ,102.0,76.4,4.0,Direct injection ,"Twin-Turbo, Intercooler ",1570,1995.0,425,67.0,4535.0,1900,1299,2450.0,10.9,The Internal combustion engine (ICE) drives the rear wheels of the vehicle. ,Rear wheel drive ,"7 gears, manual transmission ","Independent, type McPherson with coil spring and anti-roll bar ",Independent multi-link spring suspension with stabilizer ,"Ventilated discs, 420x40 mm ","Ventilated discs, 390x32 mm ",ABS (Anti-lock braking system) ,Steering rack and pinion ,Electric Steering ,Front wheel tires: 255/35 ZR 20Rear wheel tires: 315/30 ZR 21 ,Front wheel rims: 9.5J x 20Rear wheel rims: 12J x 21 ,,,,,Euro 6d-ISC-FCM ,,8.7,,1577,1594,0.35,,,
https://www.auto-data.net/en/porsche-911-992-s-t-4.0-525hp-49069,911 (992),S/T 4.0 (525 Hp) ,2023,Internal Combustion engine ,Coupe ,2 ,2,Petrol (Gasoline) ,3.7,3.7,300.0,"2.6 kg/Hp, 380.4 Hp/tonne ","3 kg/Nm, 337 Nm/tonne ",525 Hp @ 8500 rpm. ,131.4,465 Nm @ 6300 rpm.,"Rear, Longitudinal ",3996.0,6.0,Boxer ,102.0,81.5,4.0,Direct injection ,Naturally aspirated engine ,1380,1695.0,315,64.0,4573.0,1852,1279,2457.0,10.4,The Internal combustion engine (ICE) drives the rear wheels of the vehicle. ,Rear wheel drive ,"6 gears, manual transmission ","Double wishbone, Transverse stabilizer ",Independent multi-link spring suspension with stabilizer ,Ventilated discs ,Ventilated discs ,ABS (Anti-lock braking system) ,Steering rack and pinion ,Electric Steering ,Front wheel tires: 255/35 ZR20Rear wheel tires: 315/30 ZR21 ,Front wheel rims: 20Rear wheel rims: 21 ,,,,,Euro 6e ,,,,,,,3.5,,
https://www.auto-data.net/en/porsche-911-992-gt3-rs-4.0-525hp-pdk-46354,911 (992),GT3 RS 4.0 (525 Hp) PDK ,2022,Internal Combustion engine ,Coupe ,2 ,2,Petrol (Gasoline) ,3.2,3.2,296.0,"2.8 kg/Hp, 362.1 Hp/tonne ","3.1 kg/Nm, 320.7 Nm/tonne ",525 Hp @ 8500 rpm. ,131.4,465 Nm @ 6300 rpm.,"Rear, Longitudinal ",3996.0,6.0,Boxer ,102.0,81.5,4.0,Direct injection ,Naturally aspirated engine ,1450,1795.0,345,64.0,4572.0,1900,1322,2457.0,10.5,The Internal combustion engine (ICE) drives the rear wheels of the vehicle. ,Rear wheel drive ,"7 gears, automatic transmission PDK ","Double wishbone, Transverse stabilizer ",Independent multi-link spring suspension with stabilizer ,"Ventilated discs, 408 mm ","Ventilated discs, 380 mm ",ABS (Anti-lock braking system) ,Steering rack and pinion ,Electric Steering ,Front wheel tires: 275/30 ZR20Rear wheel tires: 335/30 ZR21 ,Front wheel rims: 10J x 20Rear wheel rims: 13J x 21 ,,,,,Euro 6d-ISC-FCM ,,,,,,0.39,3.0,,
